"id","driver_code","attendance_date","attendance_status"
99,DRIVER016,2024-02-22,false
100,DRIVER031,2024-02-16,true
101,DRIVER011,2024-02-23,true
102,DRIVER011,2024-03-01,true
103,DRIVER002,2024-02-04,true
104,DRIVER008,2024-02-27,false
105,DRIVER012,2024-02-19,true
106,DRIVER035,2024-02-05,true
107,DRIVER002,2024-02-16,false
108,DRIVER031,2024-02-29,true
109,DRIVER015,2024-02-28,false
110,DRIVER022,2024-02-19,true
111,DRIVER023,2024-02-26,true
112,DRIVER032,2024-02-21,false
113,DRIVER008,2024-02-05,false
114,DRIVER004,2024-03-01,true
115,DRIVER023,2024-02-20,true
116,DRIVER013,2024-02-03,false
117,DRIVER019,2024-02-15,true
118,DRIVER014,2024-02-17,true
119,DRIVER003,2024-02-28,false
120,DRIVER012,2024-02-21,true
121,DRIVER024,2024-02-04,false
122,DRIVER035,2024-02-27,false
123,DRIVER001,2024-02-11,true
125,DRIVER020,2024-03-02,false
126,DRIVER028,2024-02-12,true
127,DRIVER017,2024-02-11,true
128,DRIVER005,2024-02-07,true
129,DRIVER020,2024-02-04,false
130,DRIVER010,2024-02-20,true
131,DRIVER015,2024-02-14,true
132,DRIVER004,2024-02-11,false
133,DRIVER007,2024-02-28,false
134,DRIVER004,2024-02-28,true
135,DRIVER026,2024-03-03,true
136,DRIVER035,2024-02-03,false
137,DRIVER007,2024-02-27,true
138,DRIVER017,2024-02-18,true
139,DRIVER001,2024-02-04,true
140,DRIVER035,2024-02-07,true
141,DRIVER017,2024-02-21,true
142,DRIVER003,2024-02-14,true
143,DRIVER034,2024-03-04,false
144,DRIVER007,2024-02-09,true
145,DRIVER027,2024-02-05,false
146,DRIVER015,2024-02-11,false
147,DRIVER001,2024-02-20,true
148,DRIVER022,2024-02-25,false
149,DRIVER032,2024-03-03,true
150,DRIVER015,2024-02-20,true
151,DRIVER034,2024-03-01,false
152,DRIVER029,2024-02-20,true
153,DRIVER006,2024-02-14,false
154,DRIVER011,2024-02-17,true
155,DRIVER005,2024-02-08,true
156,DRIVER005,2024-02-22,true
157,DRIVER004,2024-02-08,false
158,DRIVER026,2024-02-14,false
159,DRIVER001,2024-02-15,true
161,DRIVER002,2024-02-11,true
162,DRIVER031,2024-03-03,false
163,DRIVER012,2024-02-26,true
164,DRIVER017,2024-02-13,true
165,DRIVER018,2024-02-08,true
166,DRIVER006,2024-02-20,true
168,DRIVER006,2024-02-19,true
169,DRIVER008,2024-02-18,true
170,DRIVER019,2024-02-18,false
172,DRIVER030,2024-02-19,false
173,DRIVER024,2024-02-08,false
174,DRIVER032,2024-02-29,true
175,DRIVER002,2024-02-20,true
176,DRIVER031,2024-02-11,true
177,DRIVER004,2024-02-23,true
178,DRIVER003,2024-03-03,true
179,DRIVER011,2024-02-08,true
180,DRIVER011,2024-02-09,true
181,DRIVER008,2024-02-23,false
182,DRIVER028,2024-02-26,true
184,DRIVER003,2024-03-01,true
185,DRIVER027,2024-02-04,false
186,DRIVER020,2024-02-22,false
187,DRIVER017,2024-02-23,false
188,DRIVER006,2024-02-04,true
189,DRIVER025,2024-02-23,false
190,DRIVER013,2024-03-02,true
191,DRIVER022,2024-02-07,false
193,DRIVER003,2024-02-21,false
194,DRIVER015,2024-02-17,true
195,DRIVER017,2024-02-10,true
197,DRIVER022,2024-02-13,false
198,DRIVER032,2024-02-06,false
199,DRIVER010,2024-02-19,false
200,DRIVER003,2024-02-18,false
201,DRIVER007,2024-02-29,false
202,DRIVER033,2024-02-14,true
203,DRIVER014,2024-02-15,false
205,DRIVER009,2024-03-01,true
206,DRIVER034,2024-02-06,true
207,DRIVER002,2024-02-27,false
208,DRIVER016,2024-02-28,false
209,DRIVER033,2024-03-02,true
210,DRIVER010,2024-02-07,true
211,DRIVER001,2024-02-26,true
212,DRIVER028,2024-02-27,false
213,DRIVER035,2024-02-08,true
214,DRIVER027,2024-02-17,true
216,DRIVER002,2024-02-29,false
217,DRIVER029,2024-03-04,false
218,DRIVER019,2024-02-07,true
219,DRIVER028,2024-02-07,true
220,DRIVER031,2024-02-04,false
221,DRIVER005,2024-02-28,false
223,DRIVER031,2024-02-23,false
224,DRIVER007,2024-02-18,true
226,DRIVER032,2024-03-02,true
227,DRIVER020,2024-02-26,false
228,DRIVER015,2024-02-16,false
229,DRIVER035,2024-02-04,false
230,DRIVER018,2024-02-29,false
231,DRIVER018,2024-02-07,true
232,DRIVER008,2024-02-12,true
233,DRIVER007,2024-02-25,true
234,DRIVER002,2024-02-17,true
235,DRIVER021,2024-02-11,true
236,DRIVER002,2024-02-06,true
238,DRIVER006,2024-03-03,true
239,DRIVER007,2024-02-11,true
240,DRIVER010,2024-02-28,false
241,DRIVER028,2024-02-19,false
242,DRIVER035,2024-02-23,false
243,DRIVER024,2024-02-26,true
244,DRIVER034,2024-03-02,true
245,DRIVER015,2024-02-08,false
246,DRIVER008,2024-03-01,false
248,DRIVER027,2024-02-07,true
249,DRIVER009,2024-03-03,false
251,DRIVER030,2024-03-01,false
252,DRIVER028,2024-02-28,true
253,DRIVER027,2024-02-11,false
254,DRIVER001,2024-02-06,false
258,DRIVER027,2024-02-22,false
259,DRIVER011,2024-02-29,false
260,DRIVER027,2024-02-23,false
262,DRIVER012,2024-02-20,true
263,DRIVER031,2024-02-21,false
264,DRIVER014,2024-02-27,true
265,DRIVER003,2024-02-06,false
266,DRIVER024,2024-02-24,true
267,DRIVER013,2024-02-10,true
269,DRIVER004,2024-02-24,false
270,DRIVER012,2024-02-25,true
272,DRIVER019,2024-02-29,false
273,DRIVER035,2024-02-29,false
274,DRIVER005,2024-02-23,true
275,DRIVER032,2024-02-27,true
276,DRIVER026,2024-02-27,true
277,DRIVER021,2024-02-09,true
278,DRIVER022,2024-02-23,false
279,DRIVER032,2024-02-04,false
281,DRIVER027,2024-02-14,false
284,DRIVER027,2024-02-20,true
285,DRIVER028,2024-02-05,true
288,DRIVER007,2024-02-20,true
289,DRIVER008,2024-02-28,false
291,DRIVER009,2024-02-08,false
294,DRIVER024,2024-02-21,true
295,DRIVER031,2024-02-17,true
296,DRIVER028,2024-03-02,true
297,DRIVER019,2024-02-21,false
298,DRIVER011,2024-02-19,true
299,DRIVER019,2024-02-12,false
300,DRIVER012,2024-02-16,true
301,DRIVER029,2024-02-08,true
302,DRIVER029,2024-03-02,false
303,DRIVER017,2024-03-03,true
304,DRIVER020,2024-02-03,false
305,DRIVER020,2024-02-05,true
306,DRIVER020,2024-02-10,false
307,DRIVER022,2024-02-21,true
308,DRIVER009,2024-02-04,true
309,DRIVER015,2024-02-12,false
310,DRIVER012,2024-02-18,true
311,DRIVER031,2024-02-15,true
312,DRIVER025,2024-02-06,false
314,DRIVER024,2024-02-18,false
315,DRIVER016,2024-02-16,true
317,DRIVER021,2024-02-23,false
319,DRIVER018,2024-02-22,false
320,DRIVER027,2024-02-18,false
321,DRIVER022,2024-02-15,true
323,DRIVER023,2024-02-19,false
324,DRIVER023,2024-02-16,false
325,DRIVER005,2024-02-15,true
326,DRIVER001,2024-02-27,false
327,DRIVER031,2024-02-09,false
328,DRIVER018,2024-02-18,true
329,DRIVER007,2024-02-26,true
330,DRIVER004,2024-02-06,false
331,DRIVER022,2024-02-20,true
332,DRIVER028,2024-03-03,true
335,DRIVER034,2024-02-22,true
336,DRIVER032,2024-02-26,true
338,DRIVER013,2024-02-15,true
339,DRIVER015,2024-02-26,true
342,DRIVER008,2024-03-03,false
343,DRIVER029,2024-02-11,false
344,DRIVER031,2024-02-25,true
345,DRIVER005,2024-02-09,false
346,DRIVER025,2024-02-13,false
347,DRIVER007,2024-03-01,false
348,DRIVER016,2024-02-04,true
349,DRIVER019,2024-02-14,true
350,DRIVER034,2024-02-20,false
353,DRIVER009,2024-02-16,false
354,DRIVER027,2024-03-02,true
355,DRIVER016,2024-03-03,false
356,DRIVER026,2024-02-17,true
358,DRIVER030,2024-02-18,true
359,DRIVER026,2024-02-19,false
360,DRIVER024,2024-02-15,true
363,DRIVER008,2024-02-22,true
364,DRIVER029,2024-02-16,true
366,DRIVER012,2024-02-09,true
367,DRIVER032,2024-02-03,false
368,DRIVER024,2024-02-12,false
369,DRIVER032,2024-02-23,true
370,DRIVER029,2024-02-10,true
372,DRIVER018,2024-02-12,false
373,DRIVER033,2024-02-24,false
374,DRIVER017,2024-02-12,true
377,DRIVER031,2024-02-05,false
378,DRIVER033,2024-02-12,true
379,DRIVER030,2024-02-20,false
380,DRIVER010,2024-02-11,false
381,DRIVER011,2024-02-21,true
382,DRIVER005,2024-02-29,true
383,DRIVER002,2024-02-15,false
384,DRIVER008,2024-02-07,false
386,DRIVER025,2024-02-24,false
387,DRIVER020,2024-02-18,true
388,DRIVER035,2024-03-04,false
389,DRIVER015,2024-02-24,false
390,DRIVER030,2024-02-07,false
391,DRIVER018,2024-03-03,false
392,DRIVER017,2024-02-14,false
393,DRIVER002,2024-02-24,false
395,DRIVER034,2024-03-03,false
396,DRIVER022,2024-02-12,true
398,DRIVER029,2024-03-01,true
399,DRIVER010,2024-02-10,false
400,DRIVER030,2024-02-28,true
401,DRIVER012,2024-02-07,false
402,DRIVER035,2024-02-26,false
403,DRIVER023,2024-02-05,false
404,DRIVER001,2024-03-04,true
405,DRIVER029,2024-02-18,false
406,DRIVER003,2024-02-25,false
407,DRIVER022,2024-02-17,false
409,DRIVER013,2024-03-01,false
410,DRIVER009,2024-02-24,true
411,DRIVER002,2024-02-13,false
412,DRIVER026,2024-02-06,false
413,DRIVER023,2024-02-08,false
414,DRIVER032,2024-02-22,false
415,DRIVER009,2024-02-20,true
416,DRIVER033,2024-02-17,false
417,DRIVER022,2024-02-08,false
418,DRIVER018,2024-02-17,true
419,DRIVER028,2024-02-24,false
421,DRIVER024,2024-02-16,false
422,DRIVER030,2024-02-12,false
423,DRIVER009,2024-02-19,false
424,DRIVER006,2024-02-10,false
425,DRIVER009,2024-02-09,true
427,DRIVER022,2024-02-16,true
428,DRIVER030,2024-02-24,true
429,DRIVER023,2024-02-14,true
430,DRIVER021,2024-02-29,true
431,DRIVER032,2024-02-11,false
434,DRIVER012,2024-02-13,false
435,DRIVER006,2024-02-09,true
436,DRIVER027,2024-02-08,false
438,DRIVER019,2024-02-23,true
439,DRIVER005,2024-02-11,false
442,DRIVER017,2024-03-02,false
443,DRIVER008,2024-03-02,false
444,DRIVER023,2024-02-28,true
445,DRIVER004,2024-02-20,false
446,DRIVER022,2024-02-04,true
447,DRIVER002,2024-02-14,true
448,DRIVER009,2024-02-25,true
453,DRIVER030,2024-02-16,false
454,DRIVER006,2024-02-28,false
459,DRIVER016,2024-02-06,true
462,DRIVER023,2024-02-11,false
465,DRIVER031,2024-02-07,true
466,DRIVER011,2024-02-28,true
467,DRIVER035,2024-02-06,false
469,DRIVER024,2024-02-28,false
472,DRIVER035,2024-02-21,false
474,DRIVER020,2024-02-07,false
475,DRIVER027,2024-02-28,true
476,DRIVER027,2024-02-16,false
478,DRIVER014,2024-02-29,false
480,DRIVER023,2024-03-03,false
481,DRIVER026,2024-02-25,false
482,DRIVER017,2024-02-22,false
485,DRIVER013,2024-02-13,true
486,DRIVER006,2024-02-06,false
488,DRIVER033,2024-02-21,true
490,DRIVER013,2024-02-20,true
492,DRIVER025,2024-02-25,true
494,DRIVER031,2024-02-06,true
495,DRIVER028,2024-02-25,false
498,DRIVER029,2024-02-19,true
499,DRIVER006,2024-02-07,true
501,DRIVER019,2024-02-20,false
503,DRIVER018,2024-02-26,false
504,DRIVER027,2024-02-13,false
507,DRIVER018,2024-02-11,false
508,DRIVER002,2024-02-21,true
509,DRIVER007,2024-02-13,true
511,DRIVER005,2024-02-27,true
512,DRIVER009,2024-02-15,true
514,DRIVER030,2024-03-02,true
515,DRIVER025,2024-03-02,false
516,DRIVER016,2024-02-11,false
517,DRIVER020,2024-02-16,false
519,DRIVER023,2024-02-12,true
521,DRIVER002,2024-02-05,true
522,DRIVER030,2024-02-21,false
523,DRIVER029,2024-02-13,false
524,DRIVER005,2024-02-18,false
526,DRIVER026,2024-02-11,true
530,DRIVER004,2024-02-15,true
531,DRIVER021,2024-03-01,true
532,DRIVER022,2024-02-29,false
533,DRIVER017,2024-02-09,true
534,DRIVER033,2024-02-05,true
539,DRIVER016,2024-02-10,false
541,DRIVER015,2024-02-22,true
543,DRIVER024,2024-02-22,false
544,DRIVER002,2024-02-03,false
545,DRIVER031,2024-02-10,false
546,DRIVER026,2024-02-29,false
547,DRIVER017,2024-02-24,false
549,DRIVER033,2024-02-08,false
550,DRIVER033,2024-02-20,true
555,DRIVER034,2024-02-07,true
559,DRIVER035,2024-02-13,false
560,DRIVER025,2024-02-10,false
565,DRIVER023,2024-02-21,false
566,DRIVER035,2024-03-02,false
567,DRIVER018,2024-02-10,false
569,DRIVER033,2024-02-07,false
573,DRIVER034,2024-02-12,false
574,DRIVER020,2024-02-27,false
576,DRIVER035,2024-02-18,false
577,DRIVER033,2024-02-23,false
578,DRIVER009,2024-02-07,false
579,DRIVER002,2024-02-23,false
588,DRIVER004,2024-02-26,true
590,DRIVER001,2024-02-17,true
591,DRIVER005,2024-03-04,true
595,DRIVER026,2024-03-02,true
598,DRIVER010,2024-02-15,false
601,DRIVER033,2024-02-13,true
602,DRIVER022,2024-02-26,false
604,DRIVER022,2024-02-18,true
606,DRIVER017,2024-02-28,true
611,DRIVER009,2024-02-18,false
612,DRIVER020,2024-02-23,true
613,DRIVER035,2024-02-19,false
614,DRIVER013,2024-02-04,true
615,DRIVER016,2024-02-21,false
617,DRIVER003,2024-02-04,false
620,DRIVER009,2024-02-03,false
623,DRIVER034,2024-02-05,false
624,DRIVER023,2024-02-09,false
626,DRIVER018,2024-02-05,false
627,DRIVER030,2024-02-09,true
628,DRIVER009,2024-02-11,false
630,DRIVER007,2024-03-03,false
631,DRIVER023,2024-02-15,true
632,DRIVER013,2024-02-24,false
634,DRIVER011,2024-02-06,false
637,DRIVER002,2024-03-01,true
639,DRIVER035,2024-02-24,true
640,DRIVER003,2024-03-04,false
641,DRIVER034,2024-02-04,false
642,DRIVER030,2024-02-26,false
643,DRIVER010,2024-02-13,true
646,DRIVER012,2024-02-22,true
647,DRIVER030,2024-02-10,false
650,DRIVER023,2024-02-25,false
651,DRIVER025,2024-02-22,false
652,DRIVER023,2024-02-23,false
653,DRIVER024,2024-03-04,true
655,DRIVER012,2024-03-02,false
656,DRIVER018,2024-02-27,true
657,DRIVER021,2024-03-04,false
659,DRIVER025,2024-02-16,false
660,DRIVER015,2024-03-03,false
661,DRIVER026,2024-02-12,false
664,DRIVER009,2024-02-17,true
665,DRIVER022,2024-02-06,true
667,DRIVER026,2024-02-22,true
668,DRIVER017,2024-02-05,false
669,DRIVER007,2024-02-08,true
672,DRIVER019,2024-03-03,false
678,DRIVER005,2024-02-13,true
679,DRIVER004,2024-02-25,true
680,DRIVER011,2024-02-24,true
682,DRIVER026,2024-02-23,true
683,DRIVER026,2024-02-07,false
687,DRIVER022,2024-02-14,false
688,DRIVER001,2024-02-22,false
690,DRIVER033,2024-02-27,false
691,DRIVER033,2024-02-19,true
692,DRIVER006,2024-02-05,true
693,DRIVER027,2024-02-12,false
694,DRIVER001,2024-02-21,false
695,DRIVER013,2024-02-19,false
696,DRIVER035,2024-03-03,false
697,DRIVER029,2024-02-29,true
698,DRIVER032,2024-02-05,true
700,DRIVER006,2024-02-18,true
701,DRIVER014,2024-02-03,false
703,DRIVER019,2024-02-04,true
705,DRIVER015,2024-02-10,false
706,DRIVER020,2024-02-09,true
707,DRIVER002,2024-02-07,true
708,DRIVER016,2024-02-15,true
711,DRIVER001,2024-02-16,true
712,DRIVER035,2024-02-09,true
715,DRIVER009,2024-02-10,true
719,DRIVER004,2024-02-12,false
720,DRIVER005,2024-02-10,true
721,DRIVER030,2024-02-27,false
723,DRIVER029,2024-02-04,false
724,DRIVER014,2024-02-05,true
725,DRIVER032,2024-02-15,false
726,DRIVER012,2024-02-06,true
729,DRIVER017,2024-03-01,true
732,DRIVER035,2024-02-12,true
737,DRIVER026,2024-02-15,false
740,DRIVER014,2024-02-19,true
741,DRIVER034,2024-02-23,false
742,DRIVER026,2024-02-20,true
747,DRIVER014,2024-02-06,false
750,DRIVER023,2024-03-01,false
755,DRIVER018,2024-02-14,false
756,DRIVER021,2024-02-05,false
758,DRIVER015,2024-02-13,true
759,DRIVER030,2024-02-15,true
762,DRIVER032,2024-02-16,false
763,DRIVER031,2024-02-13,true
765,DRIVER027,2024-03-01,false
766,DRIVER014,2024-02-24,true
767,DRIVER010,2024-02-06,false
768,DRIVER034,2024-02-15,true
771,DRIVER011,2024-02-04,true
774,DRIVER027,2024-02-25,false
777,DRIVER014,2024-03-03,true
778,DRIVER002,2024-02-10,true
780,DRIVER001,2024-02-29,false
782,DRIVER023,2024-02-17,false
784,DRIVER019,2024-02-27,false
786,DRIVER025,2024-02-18,false
787,DRIVER007,2024-02-23,true
790,DRIVER009,2024-02-06,false
791,DRIVER008,2024-03-04,true
793,DRIVER021,2024-02-19,true
794,DRIVER026,2024-03-01,false
796,DRIVER027,2024-02-24,false
798,DRIVER012,2024-02-23,true
800,DRIVER033,2024-02-25,false
801,DRIVER034,2024-02-25,false
802,DRIVER018,2024-02-20,false
803,DRIVER013,2024-02-23,false
805,DRIVER002,2024-02-25,true
807,DRIVER029,2024-02-21,false
808,DRIVER008,2024-02-13,false
810,DRIVER015,2024-02-06,true
811,DRIVER003,2024-02-03,true
812,DRIVER013,2024-02-27,false
817,DRIVER034,2024-02-16,false
820,DRIVER016,2024-02-25,false
822,DRIVER014,2024-02-04,false
824,DRIVER012,2024-02-11,true
831,DRIVER024,2024-02-27,true
834,DRIVER011,2024-02-14,true
835,DRIVER033,2024-02-11,true
836,DRIVER011,2024-02-22,true
837,DRIVER022,2024-02-24,false
840,DRIVER009,2024-02-13,true
842,DRIVER010,2024-02-27,false
846,DRIVER016,2024-02-14,false
849,DRIVER025,2024-02-19,true
850,DRIVER029,2024-02-27,true
851,DRIVER022,2024-02-27,false
853,DRIVER012,2024-02-28,false
854,DRIVER032,2024-02-20,true
855,DRIVER027,2024-02-21,false
858,DRIVER013,2024-02-29,false
859,DRIVER016,2024-02-23,true
860,DRIVER027,2024-03-03,false
862,DRIVER003,2024-02-05,false
863,DRIVER016,2024-02-05,false
865,DRIVER020,2024-02-21,true
866,DRIVER008,2024-02-15,true
868,DRIVER009,2024-02-27,true
869,DRIVER007,2024-02-10,false
870,DRIVER017,2024-02-25,true
875,DRIVER010,2024-02-08,false
877,DRIVER019,2024-02-05,true
878,DRIVER003,2024-02-10,false
882,DRIVER030,2024-02-06,false
890,DRIVER010,2024-02-04,true
893,DRIVER003,2024-02-23,true
894,DRIVER002,2024-02-18,false
898,DRIVER005,2024-02-21,true
900,DRIVER013,2024-02-14,true
901,DRIVER021,2024-02-15,true
903,DRIVER021,2024-02-16,true
904,DRIVER009,2024-02-22,true
905,DRIVER035,2024-02-28,true
910,DRIVER032,2024-02-07,false
912,DRIVER004,2024-02-05,true
913,DRIVER004,2024-03-02,false
914,DRIVER007,2024-02-17,false
916,DRIVER010,2024-02-16,false
919,DRIVER027,2024-02-26,true
924,DRIVER024,2024-02-25,true
932,DRIVER025,2024-03-03,false
933,DRIVER010,2024-02-03,false
935,DRIVER023,2024-02-10,true
936,DRIVER001,2024-02-08,true
939,DRIVER019,2024-02-25,false
940,DRIVER034,2024-02-10,true
942,DRIVER023,2024-02-18,false
947,DRIVER004,2024-02-14,true
952,DRIVER004,2024-02-22,true
953,DRIVER010,2024-02-05,true
959,DRIVER016,2024-02-03,true
960,DRIVER029,2024-02-06,false
961,DRIVER015,2024-02-29,true
964,DRIVER007,2024-02-07,true
966,DRIVER020,2024-02-17,true
968,DRIVER018,2024-02-24,true
970,DRIVER024,2024-02-14,false
971,DRIVER006,2024-02-24,false
972,DRIVER021,2024-02-18,true
973,DRIVER013,2024-02-07,true
974,DRIVER026,2024-02-09,false
983,DRIVER008,2024-02-04,false
987,DRIVER026,2024-02-18,true
989,DRIVER022,2024-02-11,true
991,DRIVER010,2024-02-24,false
995,DRIVER029,2024-02-12,false
996,DRIVER025,2024-02-04,true
998,DRIVER033,2024-02-18,true
1001,DRIVER030,2024-03-26,true
1002,DRIVER007,2024-04-01,false
1004,DRIVER030,2024-03-04,false
1005,DRIVER026,2024-03-10,false
1006,DRIVER028,2024-03-10,true
1008,DRIVER020,2024-02-13,true
1014,DRIVER006,2024-02-25,false
1015,DRIVER006,2024-03-12,true
1017,DRIVER001,2024-04-03,true
1018,DRIVER019,2024-02-28,false
1019,DRIVER007,2024-03-28,false
1020,DRIVER027,2024-03-30,true
1021,DRIVER005,2024-03-22,false
1022,DRIVER035,2024-03-17,true
1023,DRIVER009,2024-03-28,true
1024,DRIVER005,2024-03-23,false
1025,DRIVER028,2024-02-06,false
1026,DRIVER025,2024-03-04,false
1027,DRIVER021,2024-03-28,false
1028,DRIVER013,2024-03-05,true
1033,DRIVER022,2024-03-13,false
1034,DRIVER025,2024-03-05,true
1036,DRIVER019,2024-02-08,true
1037,DRIVER023,2024-03-07,false
1038,DRIVER030,2024-03-24,false
1041,DRIVER016,2024-03-23,false
1043,DRIVER028,2024-03-04,true
1044,DRIVER008,2024-03-12,false
1045,DRIVER006,2024-03-30,false
1048,DRIVER015,2024-02-09,true
1049,DRIVER012,2024-03-03,true
1050,DRIVER024,2024-04-02,true
1051,DRIVER015,2024-02-15,true
1052,DRIVER029,2024-03-10,true
1053,DRIVER025,2024-04-02,true
1057,DRIVER029,2024-03-22,false
1058,DRIVER016,2024-03-15,false
1060,DRIVER032,2024-03-18,true
1062,DRIVER027,2024-02-29,true
1064,DRIVER029,2024-03-15,true
1065,DRIVER010,2024-03-30,true
1066,DRIVER029,2024-02-24,false
1068,DRIVER021,2024-03-08,false
1069,DRIVER006,2024-03-18,false
1070,DRIVER004,2024-02-29,true
1071,DRIVER015,2024-03-17,false
1072,DRIVER012,2024-03-21,true
1073,DRIVER030,2024-03-18,false
1075,DRIVER034,2024-03-18,false
1077,DRIVER022,2024-03-22,false
1078,DRIVER033,2024-02-22,true
1079,DRIVER011,2024-03-03,true
1081,DRIVER028,2024-02-09,true
1082,DRIVER024,2024-02-05,false
1085,DRIVER027,2024-03-13,true
1087,DRIVER015,2024-03-26,true
1088,DRIVER034,2024-03-20,true
1090,DRIVER011,2024-02-12,true
1091,DRIVER010,2024-03-15,false
1092,DRIVER026,2024-03-06,true
1093,DRIVER030,2024-03-05,true
1095,DRIVER035,2024-03-31,true
1096,DRIVER015,2024-03-04,true
1098,DRIVER018,2024-03-08,false
1099,DRIVER027,2024-03-17,false
1103,DRIVER011,2024-03-08,true
1104,DRIVER024,2024-03-27,true
1105,DRIVER014,2024-02-26,false
1106,DRIVER021,2024-03-02,true
1107,DRIVER031,2024-03-10,false
1108,DRIVER025,2024-02-20,true
1110,DRIVER016,2024-02-12,false
1111,DRIVER022,2024-03-25,true
1112,DRIVER015,2024-02-04,false
1113,DRIVER005,2024-03-30,false
1114,DRIVER035,2024-02-20,true
1118,DRIVER015,2024-03-12,true
1119,DRIVER003,2024-03-02,false
1120,DRIVER011,2024-03-19,true
1122,DRIVER005,2024-03-16,true
1126,DRIVER005,2024-03-07,true
1127,DRIVER007,2024-04-02,false
1128,DRIVER016,2024-02-26,false
1129,DRIVER024,2024-03-23,true
1130,DRIVER034,2024-04-02,false
1132,DRIVER029,2024-03-21,true
1133,DRIVER011,2024-03-12,true
1135,DRIVER025,2024-03-11,true
1136,DRIVER016,2024-03-02,false
1137,DRIVER006,2024-03-16,false
1139,DRIVER006,2024-03-21,true
1140,DRIVER031,2024-03-28,true
1141,DRIVER031,2024-03-14,false
1142,DRIVER018,2024-02-23,true
1143,DRIVER016,2024-03-28,true
1145,DRIVER005,2024-03-19,false
1147,DRIVER023,2024-03-20,true
1150,DRIVER019,2024-04-02,false
1151,DRIVER024,2024-03-12,false
1152,DRIVER032,2024-02-08,false
1153,DRIVER012,2024-03-31,false
1154,DRIVER016,2024-03-14,true
1155,DRIVER028,2024-02-16,true
1156,DRIVER002,2024-03-13,false
1157,DRIVER019,2024-03-28,false
1158,DRIVER026,2024-03-11,false
1162,DRIVER020,2024-03-10,true
1163,DRIVER014,2024-03-22,true
1165,DRIVER011,2024-03-09,false
1166,DRIVER002,2024-03-10,true
1171,DRIVER025,2024-04-03,false
1173,DRIVER012,2024-02-29,false
1174,DRIVER035,2024-03-12,false
